player_id,player_name,position,birthdate,team_nfl,sleeper_id,mfl_id
10452,Freddie Swain,WR,8/4/1998,FA,,14865
10453,Jalen Hurts,QB,8/7/1998,PHI,6904,14783
10454,Travis Homer,RB,8/7/1998,SEA,,14083
10455,James Robinson,RB,8/9/1998,JAC,6955,14813
10456,Irv Smith Jr,TE,8/9/1998,MIN,6126,14141
10457,Kylin Hill,RB,8/18/1998,GBP,7572,15265
10458,Hunter Long,TE,8/19/1998,MIA,,15334
10459,Hunter Bryant,TE,8/20/1998,DET,,14874
10460,Tyler Johnson,WR,8/25/1998,TBB,,14864
10461,Mac Jones,QB,9/5/1998,NEP,7527,15241
10462,DeeJay Dallas,RB,9/16/1998,SEA,6931,14815
10463,Sam Ehlinger,QB,9/30/1998,IND,,15250
10464,Laviska Shenault,WR,10/5/1998,JAC,6814,14838
10465,Davis Mills,QB,10/21/1998,HOU,7585,15252
10466,Pat Freiermuth,TE,10/25/1998,PIT,7600,15331
10467,Kenny Yeboah,TE,10/30/1998,NYJ,,15339
10468,Jordan Love,QB,11/2/1998,GBP,6804,14782
10469,Bryan Edwards,WR,11/13/1998,LVR,6870,14844
10470,DeVonta Smith,WR,11/14/1998,PHI,7525,15282
10471,Jaylen Waddle,WR,11/25/1998,MIA,7526,15284
10472,JK Dobbins,RB,12/17/1998,BAL,6806,14800
10473,Jalen Reagor,WR,1/2/1999,PHI,6798,14839
10474,Colby Parkinson,TE,1/8/1999,SEA,,14871
10475,Tre' McKitty,TE,1/12/1999,LAC,,15333
10476,D'Andre Swift,RB,1/14/1999,DET,6790,14797
10477,Jaelon Darden,WR,1/14/1999,TBB,,15321
10478,Tee Higgins,WR,1/18/1999,CIN,6801,14835
10479,Jonathan Taylor,RB,1/19/1999,IND,6813,14802
10480,Henry Ruggs,WR,1/24/1999,LVR,6789,14834
10481,Travis Etienne,RB,1/26/1999,JAC,7543,15253
10482,Kadarius Toney,WR,1/27/1999,NYG,7606,15289
10483,Trey Sermon,RB,1/30/1999,SFO,7593,15257
10484,Donovan Peoples-Jones,WR,2/19/1999,CLE,6824,14857
10485,Justin Fields,QB,3/5/1999,CHI,7591,15238
10486,Cole Kmet,TE,3/10/1999,CHI,6826,14867
10487,Kenneth Gainwell,RB,3/14/1999,PHI,7567,15255
10488,Nico Collins,WR,3/19/1999,HOU,7569,15290
10489,Gabriel Davis,WR,4/1/1999,BUF,6943,14845
10490,CeeDee Lamb,WR,4/8/1999,DAL,6786,14832
10491,Clyde Edwards-Helaire,RB,4/11/1999,KCC,6820,14803
10492,Eno Benjamin,RB,4/13/1999,ARI,,14801
10493,Dalton Keene,TE,4/14/1999,NEP,,14939
10494,Jerry Jeudy,WR,4/24/1999,DEN,6783,14833
10495,Noah Gray,TE,4/30/1999,KCC,7828,15337
10496,Michael Carter,RB,5/7/1999,NYJ,7607,15258
10497,Tylan Wallace,WR,5/13/1999,BAL,7595,15285
10498,Dazz Newsome,WR,5/15/1999,CHI,,15291
10499,Chuba Hubbard,RB,6/11/1999,CAR,7594,15261
10500,Justin Jefferson,WR,6/16/1999,MIN,6794,14836
10501,Pooka Williams Jr.,RB,6/18/1999,CIN,,15266
10502,Kellen Mond,QB,6/22/1999,MIN,7581,15243
10503,Cam Akers,RB,6/22/1999,LAR,6938,14799
10504,KJ Hamler,WR,7/8/1999,DEN,6805,14837
10505,Zach Wilson,QB,8/3/1999,NYJ,7538,15239
10506,Ihmir Smith-Marsette,WR,8/29/1999,MIN,,15434
10507,Josh Palmer,WR,9/22/1999,LAC,7670,15319
10508,Amari Rodgers,WR,9/23/1999,GBP,7540,15297
10509,Kyle Pitts,TE,10/5/1999,ATL,7553,15329
10510,Trevor Lawrence,QB,10/6/1999,JAC,7523,15237
10511,Tutu Atwell,WR,10/7/1999,LAR,7562,15301
10512,Amon-Ra St. Brown,WR,10/24/1999,DET,7547,15287
10513,Dyami Brown,WR,11/1/1999,WAS,7587,15292
10514,Javian Hawkins,RB,11/3/1999,ATL,7563,15268
10515,Rashod Bateman,WR,11/29/1999,BAL,7571,15293
10516,Jaret Patterson,RB,12/23/1999,WAS,7537,15260
10517,Simi Fehoko,WR,1/1/2000,DAL,7812,15303
10518,Ja'Marr Chase,WR,3/1/2000,CIN,7564,15281
10519,Elijah Moore,WR,3/27/2000,NYJ,7596,15288
10520,Seth Williams,WR,4/10/2000,DEN,,15286
10521,Jermar Jefferson,RB,4/15/2000,DET,,15262
10522,Javonte Williams,RB,4/25/2000,DEN,7588,15256
10523,Trey Lance,QB,5/9/2000,SFO,7610,15240
10524,Tommy Tremble,TE,6/2/2000,CAR,,15332
10525,Terrace Marshall,WR,6/9/2000,CAR,7565,15308
10526,Rondale Moore,WR,6/9/2000,ARI,7601,15283
10527,Brevin Jordan,TE,7/16/2000,HOU,7568,15330
10528,Anthony Schwartz,WR,9/5/2000,CLE,7533,15296
10529,Jake Funk,RB,,LAR,,
10530,Xavier Jones,RB,,LAR,,
